rubygems 3.3.25-1
rust 1:1.76.0-2
sassc 3.6.2-4
sbc 2.0-1
scdoc 1.11.3-1
sdbus-cpp 1.5.0-3
sdl12-compat 1.2.68-1
sdl2 2.30.1-1
seatd 0.8.0-1
sed 4.9-3
semver 7.6.0-1
sequoia-sqv 1.1.0-1
serd 0.32.2-1
shaderc 2023.8-1
shadow 4.15.0-1
shared-mime-info 2.4-1
signon-kwallet-extension 24.02.0-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-2
signond 8.61-3
slang 2.3.3-2
slurp 1.5.0-1
smbclient 4.19.5-1
snappy 1.1.10-1
sndio 1.9.0-1
sof-firmware 2023.12.1-1
solid 6.0.0-1
solid5 5.115.0-1
sonnet 6.0.0-1
sonnet5 5.115.0-1
sord 0.16.16-1
sound-theme-freedesktop 0.8-5
source-highlight 3.1.9-11
spdlog 1.13.0-1
speex 1.2.1-1
speexdsp 1.2.1-1
spicetify-cli 2.34.1-1
spicetify-cli-debug 2.34.1-1
spirv-tools 2023.6-1
spotify-launcher 0.5.4-1
sqlite 3.45.2-1
sratom 0.6.16-1
srt 1.5.3-1
starship 1.17.1-2
startup-notification 0.12-8
sudo 1.9.15.p5-1
svt-av1 1.8.0-1
swappy 1.5.1-1
swayidle 1.8.0-1
swaylock-effects-git r470.496059a-1
swww 0.8.2-2
swww-debug 0.8.2-2
syndication 6.0.0-1
syndication5 5.115.0-1
syntax-highlighting 6.0.0-2
syntax-highlighting5 5.115.0-2
systemd 255.4-2
systemd-libs 255.4-2
systemd-sysvcompat 255.4-2
taglib 2.0-1
talloc 2.4.1-1
tar 1.35-2
tcl 8.6.14-2
tdb 1.4.9-1
tesseract 5.3.4-1
tesseract-data-afr 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
tevent 1:0.15.0-1
texinfo 7.1-2
thin-provisioning-tools 1.0.12-1
threadweaver 6.0.0-1
threadweaver5 5.115.0-1
thunar 4.18.10-1
tk 8.6.14-2
tomlplusplus 3.4.0-1
tpm2-tss 4.0.1-1
tracker3 3.6.0-3
tree 2.1.1-1
tslib 1.23-1
ttf-font-awesome 6.5.1-1
ttf-hack 3.003-6
ttf-jetbrains-mono 2.304-1
ttf-jetbrains-mono-nerd 3.1.1-1
ttf-liberation 2.1.5-1
ttf-material-symbols-variable-git 4.0.0.r98.g9beae745-1
ttf-space-mono-nerd 3.1.1-1
tumbler 4.18.2-1
typescript 5.4.3-1
tzdata 2024a-1
uchardet 0.0.8-2
udisks2 2.10.1-4
unixodbc 2.3.12-1
unzip 6.0-20
upower 1.90.2-1
usbmuxd 1.1.1-3
util-linux 2.39.3-2
util-linux-libs 2.39.3-2
v4l-utils 1.26.1-1
vapoursynth R66-1
verdict 1.4.2-1
vid.stab 1.1.1-1
vim 9.1.0151-2
vim-runtime 9.1.0151-2
virtualbox 7.0.14-2
virtualbox-guest-utils 7.0.14-2
virtualbox-host-modules-arch 7.0.14-15
visual-studio-code-bin 1.87.2-1
visual-studio-code-bin-debug 1.87.2-1
vlc 3.0.20-7
vmaf 3.0.0-1
volume_key 0.3.12-8
vulkan-headers 1:1.3.279-1
vulkan-icd-loader 1.3.279-1
vulkan-validation-layers 1.3.275-1
wasi-compiler-rt 17.0.6-1
wasi-libc 1:0+352+c5264e2b-1
wasi-libc++ 17.0.6-1
wasi-libc++abi 17.0.6-1
waybar 0.10.0-1
wayland 1.22.0-1
wayland-idle-inhibitor-git r3.82ddca0-1
wayland-protocols 1.33-1
webkit2gtk-4.1 2.42.5-2
webp-pixbuf-loader 0.2.7-1
webrtc-audio-processing-1 1.3-2
wf-recorder 0.4.1-1
wget 1.24.5-1
which 2.21-6
wireplumber 0.4.17-1
wl-clipboard 1:2.2.1-1
wlogout 1.2.1-1
wlogout-debug 1.2.1-1
wlroots 0.17.1-1
wlsunset 0.3.0-2
woff2 1.0.2-4
wofi 1.4.1-1
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
wtype 0.4-1
x264 3:0.164.r3108.31e19f9-1
x265 3.5-3
xapp 2.8.2-1
xbitmaps 1.1.3-1
xcb-proto 1.16.0-1
xcb-util 0.4.1-1
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xdg-dbus-proxy 0.1.5-1
xdg-desktop-portal 1.18.2-1
xdg-desktop-portal-hyprland 1.3.1-6
xdg-desktop-portal-kde 6.0.2-3
xdg-utils 1.2.1-1
xerces-c 3.2.5-1
xf86-input-synaptics 1.9.2-1
xf86-video-vmware 13.4.0-1
xfconf 4.18.3-1
xkeyboard-config 2.41-1
xorg-fonts-encodings 1.1.0-1
xorg-server-common 21.1.11-2
xorg-server-xvfb 21.1.11-2
xorg-setxkbmap 1.3.4-1
xorg-xauth 1.1.3-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.7-1
xorg-xmessage 1.0.7-1
xorg-xprop 1.2.7-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xset 1.2.5-1
xorg-xsetroot 1.1.3-1
xorg-xwayland 23.2.4-2
xorgproto 2023.2-1
xournalpp 1.2.2-1
xrdp-debug 0.9.24-1
xterm 390-1
xvidcore 1.3.7-2
xxhash 0.8.2-1
xz 5.6.1-1
yad 13.0-2
yasm 1.3.0-6
yay 12.3.3-3
yay-debug 12.3.0-1
ydotool 1.0.4-1
zenity 4.0.1-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.4.2-2
zlib 1:1.3.1-1
zstd 1.5.5-1
zxing-cpp 2.2.1-1
